i,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
194,42,admin.,married,high.school,no,no,no,cellular,nov,mon,651,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,1
195,59,technician,married,professional.course,no,yes,no,telephone,aug,wed,240,3,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,0
196,43,admin.,married,professional.course,no,yes,no,telephone,jun,thu,193,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
197,29,technician,married,university.degree,no,no,no,cellular,apr,mon,135,3,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,0
198,33,admin.,married,university.degree,no,no,no,cellular,apr,thu,157,6,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,0
199,31,student,single,university.degree,no,no,no,cellular,jul,fri,608,3,6,2,success,-1.7,94.215,-40.3,0.885,4991.6,1
200,25,student,single,high.school,no,no,no,cellular,nov,thu,244,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.041,4963.6,1
201,34,technician,married,university.degree,no,yes,no,cellular,nov,wed,686,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1
202,34,technician,single,university.degree,no,yes,yes,cellular,aug,wed,455,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
203,54,self-employed,married,high.school,no,yes,no,cellular,aug,thu,204,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
204,40,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,258,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
205,37,technician,single,high.school,no,yes,no,cellular,apr,thu,44,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
206,34,housemaid,divorced,university.degree,no,yes,yes,cellular,apr,fri,73,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
207,59,retired,married,university.degree,no,yes,no,cellular,aug,thu,17,18,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
208,25,admin.,single,university.degree,no,yes,no,cellular,sep,thu,420,1,1,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,0
209,58,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,344,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.041,4963.6,1
210,30,technician,single,high.school,no,no,no,cellular,aug,mon,638,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
211,57,retired,married,basic.4y,no,yes,yes,telephone,apr,tue,1348,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
212,41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,324,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
213,33,services,married,professional.course,no,yes,yes,cellular,aug,thu,331,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
214,29,technician,single,university.degree,no,no,no,cellular,jun,thu,442,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
215,35,admin.,married,university.degree,no,yes,no,cellular,sep,wed,110,2,18,2,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6,0
216,45,admin.,married,university.degree,no,no,no,cellular,aug,fri,27,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
217,41,technician,married,professional.course,no,yes,no,cellular,nov,mon,545,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,1
218,42,services,married,university.degree,no,no,no,cellular,dec,wed,179,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1
219,41,retired,single,basic.4y,no,yes,no,cellular,oct,fri,278,1,999,0,nonexistent,-1.1,94.601,-49.5,0.9420000000000001,4963.6,0
220,31,admin.,single,university.degree,no,no,no,telephone,aug,tue,387,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,0
221,24,student,single,high.school,no,no,no,cellular,jun,tue,292,1,999,1,failure,-1.7,94.055,-39.8,0.737,4991.6,0
222,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,767,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
223,34,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,381,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
224,31,admin.,married,high.school,no,no,no,cellular,oct,thu,142,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1
225,33,admin.,married,university.degree,no,yes,no,cellular,nov,fri,482,1,12,1,success,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,1
226,33,admin.,single,university.degree,no,yes,yes,telephone,apr,wed,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
227,30,technician,single,university.degree,no,yes,no,cellular,aug,mon,14,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
228,28,admin.,single,university.degree,no,no,no,cellular,apr,fri,69,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
229,45,housemaid,single,basic.4y,no,no,no,telephone,sep,mon,569,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,1
230,41,technician,married,high.school,no,no,no,cellular,aug,mon,697,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
231,75,retired,married,university.degree,no,yes,no,cellular,jul,thu,229,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,1
232,58,blue-collar,married,professional.course,no,no,no,telephone,jun,fri,15,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
233,36,technician,married,basic.6y,no,no,no,cellular,apr,mon,316,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
234,28,admin.,single,university.degree,no,yes,yes,cellular,dec,fri,454,6,999,1,failure,-3.0,92.713,-33.0,0.71,5023.5,0
235,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,25,13,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
236,29,admin.,single,university.degree,no,no,no,cellular,aug,thu,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
237,34,technician,married,high.school,no,yes,no,cellular,aug,fri,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
238,25,technician,divorced,university.degree,no,yes,no,telephone,jun,mon,214,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
239,35,blue-collar,married,basic.9y,no,yes,no,cellular,dec,thu,105,1,4,3,success,-3.0,92.713,-33.0,0.7070000000000001,5023.5,0
240,47,admin.,single,university.degree,no,yes,no,cellular,jun,mon,243,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1
241,34,technician,single,professional.course,no,no,no,cellular,aug,mon,468,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
242,39,technician,married,professional.course,no,no,no,telephone,jun,tue,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
243,57,retired,married,university.degree,no,yes,no,telephone,jun,fri,12,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
244,53,technician,married,professional.course,no,yes,no,telephone,mar,mon,247,5,999,2,failure,-1.8,93.369,-34.8,0.6459999999999999,5008.7,0
245,27,technician,single,university.degree,no,yes,no,cellular,oct,wed,184,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,1
246,30,student,single,high.school,no,no,no,cellular,aug,thu,200,1,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,0
247,38,admin.,single,university.degree,no,yes,no,telephone,jun,wed,190,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
248,29,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,245,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
249,29,technician,married,university.degree,no,yes,yes,cellular,aug,wed,94,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
250,28,technician,single,professional.course,no,yes,no,cellular,apr,thu,477,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,0
251,32,admin.,married,high.school,no,no,no,cellular,aug,fri,52,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
252,50,housemaid,divorced,basic.4y,no,no,no,telephone,sep,tue,57,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,0
253,30,services,single,high.school,no,yes,no,cellular,jun,mon,181,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
254,26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,355,1,999,1,failure,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0
255,45,admin.,single,university.degree,no,yes,no,cellular,aug,wed,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
256,31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,55,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
257,34,admin.,single,university.degree,no,no,no,cellular,aug,fri,114,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
258,58,admin.,married,university.degree,no,no,no,cellular,aug,wed,233,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
259,39,admin.,single,high.school,no,no,no,cellular,apr,fri,297,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
260,40,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
261,25,admin.,single,university.degree,no,no,no,telephone,jun,mon,94,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
262,40,unemployed,married,professional.course,no,yes,no,cellular,sep,fri,155,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5,0
263,44,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,39,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
264,41,admin.,married,university.degree,no,no,no,cellular,jul,mon,1360,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,1
265,30,technician,single,university.degree,no,yes,yes,cellular,aug,tue,433,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
266,34,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,78,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
267,39,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,650,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1
268,52,admin.,married,high.school,no,yes,no,cellular,apr,thu,152,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0
269,46,technician,married,professional.course,no,no,yes,telephone,jun,mon,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
270,33,services,single,high.school,no,yes,no,telephone,jun,thu,326,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
271,48,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,544,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
272,45,self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,173,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
273,24,blue-collar,married,basic.9y,no,yes,no,cellular,oct,fri,160,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0
274,29,admin.,married,university.degree,no,yes,yes,telephone,jun,wed,281,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
275,38,admin.,married,university.degree,no,yes,no,telephone,jun,tue,43,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
276,57,admin.,single,high.school,no,yes,no,telephone,may,mon,26,5,12,1,success,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
277,77,retired,divorced,professional.course,no,no,no,cellular,aug,mon,258,1,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,0
278,21,student,single,high.school,no,yes,yes,cellular,jun,wed,286,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,1
279,43,management,married,university.degree,no,no,no,cellular,aug,mon,75,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,5076.2,0
280,31,technician,married,university.degree,no,no,no,cellular,oct,tue,146,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,0
281,48,services,married,high.school,no,no,no,telephone,sep,tue,11,1,999,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0
282,48,technician,divorced,professional.course,no,no,no,cellular,aug,tue,69,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
283,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,151,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
284,42,services,married,high.school,no,yes,yes,telephone,apr,fri,73,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
285,31,blue-collar,single,basic.9y,no,yes,no,telephone,sep,mon,5,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0
286,34,admin.,single,high.school,no,no,no,telephone,jun,tue,423,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
287,56,management,married,basic.9y,no,yes,no,telephone,jun,tue,941,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
288,38,admin.,married,university.degree,no,yes,no,cellular,nov,tue,64,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1
289,31,technician,single,high.school,no,yes,yes,cellular,aug,wed,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
290,24,admin.,single,high.school,no,yes,yes,cellular,mar,wed,224,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,1
291,30,technician,single,university.degree,no,yes,no,cellular,sep,fri,173,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6,1
292,54,management,married,university.degree,no,yes,no,cellular,jun,wed,42,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
293,51,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,653,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1
294,54,management,married,university.degree,no,no,no,cellular,may,mon,397,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,1
295,49,unemployed,married,professional.course,no,no,no,cellular,jun,fri,317,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0
296,26,student,single,basic.9y,no,yes,no,cellular,mar,mon,1447,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,1
297,31,technician,married,university.degree,no,no,no,cellular,aug,thu,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
298,31,technician,single,high.school,no,no,no,cellular,aug,tue,191,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
299,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,228,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
300,51,unemployed,married,basic.6y,no,no,no,cellular,jun,thu,280,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1
301,33,technician,single,professional.course,no,yes,no,cellular,aug,tue,396,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
302,25,blue-collar,single,high.school,no,no,no,cellular,may,fri,1068,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,1
303,54,admin.,single,university.degree,no,no,no,cellular,may,mon,337,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,1
304,43,admin.,single,university.degree,no,yes,no,cellular,aug,fri,213,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
305,34,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,122,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
306,27,admin.,single,university.degree,no,no,no,cellular,may,mon,409,1,1,1,success,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
307,36,admin.,single,basic.9y,no,yes,no,cellular,may,tue,458,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,1
308,35,technician,married,professional.course,no,no,no,telephone,jun,mon,200,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
309,41,admin.,married,university.degree,no,no,yes,cellular,aug,mon,114,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
310,43,blue-collar,single,professional.course,no,no,no,telephone,jun,thu,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
311,21,services,single,high.school,no,yes,yes,cellular,apr,thu,820,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
312,54,management,married,basic.6y,no,no,no,telephone,jun,wed,255,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
313,31,unemployed,married,university.degree,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
314,50,admin.,married,university.degree,no,no,no,cellular,aug,tue,587,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,1
315,48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,288,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,1
316,26,self-employed,single,university.degree,no,yes,no,cellular,jun,wed,181,2,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,0
317,47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,653,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
318,32,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,22,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
319,38,services,married,basic.9y,no,no,yes,telephone,jun,fri,177,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,0
320,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,748,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
321,29,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,411,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
322,40,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,65,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
323,38,admin.,married,high.school,no,yes,no,telephone,jun,mon,169,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
324,33,admin.,single,high.school,no,no,yes,telephone,jun,wed,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
325,47,management,married,university.degree,no,no,no,cellular,apr,mon,51,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
326,33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,272,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,1
327,38,technician,single,high.school,no,no,no,cellular,aug,wed,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
328,38,admin.,single,university.degree,no,no,no,cellular,jun,tue,103,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,0
329,39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,261,1,3,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,1
330,32,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,16,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
331,52,management,married,high.school,no,yes,yes,cellular,aug,tue,167,1,10,4,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,1
332,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,497,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
333,27,admin.,single,university.degree,no,no,no,cellular,may,tue,134,1,3,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
334,50,technician,married,high.school,no,yes,no,cellular,dec,mon,229,1,999,1,failure,-3.0,92.713,-33.0,0.7170000000000001,5023.5,1
335,32,entrepreneur,married,university.degree,no,no,no,cellular,aug,mon,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
336,47,blue-collar,married,professional.course,no,yes,no,cellular,apr,tue,225,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0
337,37,entrepreneur,single,basic.9y,no,yes,no,cellular,may,tue,222,1,2,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
338,35,admin.,married,university.degree,no,no,no,cellular,jun,thu,121,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
339,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
340,29,blue-collar,divorced,high.school,no,no,no,cellular,may,fri,760,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,1
341,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,158,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
342,55,admin.,married,professional.course,no,yes,yes,cellular,aug,tue,482,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
343,36,admin.,single,high.school,no,no,no,cellular,apr,fri,193,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
344,59,admin.,married,high.school,no,no,no,telephone,jun,mon,204,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
345,30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,107,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
346,59,retired,married,basic.4y,no,yes,yes,cellular,aug,thu,265,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
347,28,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
348,36,blue-collar,single,basic.9y,no,yes,yes,telephone,jun,thu,762,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,1
349,31,self-employed,married,university.degree,no,no,no,cellular,aug,tue,201,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
350,56,unemployed,married,professional.course,no,no,no,cellular,sep,fri,1551,1,999,2,failure,-3.4,92.37899999999999,-29.8,0.762,5017.5,0
351,29,admin.,married,university.degree,no,yes,no,cellular,aug,mon,209,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
352,33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,78,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
353,55,management,married,university.degree,no,no,no,cellular,aug,mon,106,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
354,47,services,divorced,basic.4y,no,yes,no,telephone,jun,fri,60,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
355,27,blue-collar,single,basic.9y,no,no,yes,telephone,jun,thu,869,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
356,88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,82,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,0
357,30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,82,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0
358,43,technician,single,basic.9y,no,yes,no,telephone,jun,fri,461,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
359,39,admin.,married,university.degree,no,no,no,telephone,jun,tue,979,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
360,39,technician,married,high.school,no,yes,no,cellular,may,tue,451,4,3,1,success,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
361,51,services,married,basic.9y,no,yes,no,telephone,jun,fri,250,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
362,28,management,single,university.degree,no,no,no,telephone,jun,thu,651,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1
363,41,unemployed,married,basic.9y,no,yes,no,cellular,apr,mon,263,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0
364,56,self-employed,married,university.degree,no,no,no,cellular,apr,mon,83,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
365,45,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,134,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
366,55,technician,married,university.degree,no,no,no,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
367,71,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,120,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,0
368,30,admin.,single,university.degree,no,no,no,cellular,nov,fri,331,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1
369,78,retired,married,high.school,no,yes,no,cellular,may,mon,754,2,3,2,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,0
370,51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,89,2,999,0,nonexistent,-1.8,93.075,-47.1,1.3719999999999999,5099.1,0
371,34,services,married,high.school,no,no,no,telephone,jun,fri,9,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
372,49,management,married,university.degree,no,yes,no,cellular,aug,thu,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
373,57,retired,married,university.degree,no,yes,no,cellular,aug,wed,187,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,0
374,37,admin.,single,high.school,no,no,no,cellular,jul,thu,609,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,1
375,39,management,married,university.degree,no,no,no,cellular,aug,mon,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
376,55,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,142,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
377,54,technician,married,high.school,no,no,no,cellular,apr,mon,58,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
378,33,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,679,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
379,26,admin.,single,basic.4y,no,yes,yes,telephone,jun,tue,68,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
380,27,management,married,university.degree,no,no,no,cellular,apr,mon,54,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
381,30,technician,single,high.school,no,yes,no,cellular,aug,thu,230,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
382,29,management,single,university.degree,no,yes,no,cellular,aug,tue,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
383,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,19,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
384,32,admin.,married,high.school,no,yes,yes,telephone,apr,mon,24,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
385,36,blue-collar,married,high.school,no,yes,no,cellular,dec,thu,234,1,999,0,nonexistent,-0.2,92.756,-45.9,3.3289999999999997,5176.3,0
386,51,management,married,university.degree,no,no,no,telephone,jun,wed,16,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
387,50,technician,married,university.degree,no,yes,yes,cellular,sep,wed,1353,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7490000000000001,5017.5,0
388,53,management,married,university.degree,no,no,no,cellular,aug,thu,88,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
389,71,retired,married,high.school,no,no,no,cellular,sep,mon,363,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
